RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,debt_to_income,total_late_payments,high_utilization,actual,predicted,probability,result_type
0.617044611,39,0,0.360834256,5417.0,6,0,1,0,2,1954.639164752,0,0,0,0,0.3786319673862026,Hit (Good Payer)
0.9999999,63,0,1.165680473,2365.0,4,1,1,1,0,2756.834318645,2,1,0,1,0.8670482664782199,False Alarm
0.015699477,47,0,0.2856619,5453.0,7,0,1,0,0,1557.7143407,0,0,0,0,0.12718882473526572,Hit (Good Payer)
0.900041649,47,1,0.208908686,2244.0,3,0,0,0,3,468.791091384,1,1,0,1,0.7681160530437157,False Alarm
0.0,71,0,0.351560028,15800.0,4,0,2,0,1,5554.6484424,0,0,0,0,0.10790519490263055,Hit (Good Payer)
0.826128266,36,0,0.07532078,6000.0,3,0,0,1,0,451.92468,1,1,0,1,0.8334089901217351,False Alarm
0.002580437,85,1,0.156579678,1800.0,6,0,0,0,0,281.8434204,1,0,0,0,0.381327181913548,Hit (Good Payer)
0.955726935,35,0,0.079168333,2500.0,5,0,0,0,2,197.9208325,0,1,1,1,0.6351950418531324,Hit (Defaulter)
0.074224708,26,1,0.347826087,2000.0,5,0,0,0,0,695.6521740000001,1,0,0,0,0.48202791454809035,Hit (Good Payer)
0.139045807,43,0,730.0,5400.0,7,0,0,0,4,3942000.0,0,0,0,0,0.13245429934991887,Hit (Good Payer)
0.486513487,31,1,0.164552095,2600.0,2,0,0,0,1,427.835447,1,0,0,1,0.616873305824258,False Alarm
0.195727236,35,0,0.291864014,9500.0,18,0,2,0,0,2772.708133,0,0,0,0,0.23823268732181976,Hit (Good Payer)
0.094639056,26,0,0.098300566,3000.0,4,0,0,0,0,294.901698,0,0,0,0,0.18607337871261162,Hit (Good Payer)
0.004193988,76,0,0.23592136,3000.0,15,0,1,0,0,707.76408,0,0,0,0,0.1307488601405246,Hit (Good Payer)
0.060680325,36,0,0.127218195,4000.0,9,0,0,0,0,508.87278,0,0,0,0,0.16982318812939945,Hit (Good Payer)
0.367771584,68,0,0.47688078,4000.0,9,0,2,0,0,1907.52312,0,0,0,0,0.23303000123366904,Hit (Good Payer)
0.074187303,54,0,0.073275343,41500.0,13,0,0,0,1,3040.9267345000003,0,0,0,0,0.16941603102035457,Hit (Good Payer)
0.9999999,85,0,0.232103157,2248.0,1,0,0,0,0,521.767896936,0,1,0,0,0.25405412823652784,Hit (Good Payer)
0.407310995,51,0,1.264612596,6620.0,23,0,9,0,3,8371.73538552,0,0,1,1,0.6243513634206089,Hit (Defaulter)
0.001650325,34,0,0.0,3500.0,4,0,0,0,0,0.0,0,0,0,0,0.11165237870552941,Hit (Good Payer)
0.059145958,62,0,0.315203341,10056.0,11,0,5,0,0,3169.684797096,0,0,0,0,0.1990695482688953,Hit (Good Payer)
0.271741258,55,2,0.952015995,3000.0,19,0,3,0,1,2856.047985,2,0,0,1,0.5944016302154286,False Alarm
0.032074557,57,0,115.0,5400.0,7,0,0,0,0,621000.0,0,0,0,0,0.07603001999208606,Hit (Good Payer)
0.034304756,66,0,0.312864409,8060.0,9,0,3,0,0,2521.68713654,0,0,0,0,0.09309673590112527,Hit (Good Payer)
0.02402711,85,0,25.0,5400.0,2,0,0,0,0,135000.0,0,0,0,0,0.052510917795392374,Hit (Good Payer)
0.096032742,67,0,3680.0,5400.0,13,0,2,0,0,19872000.0,0,0,0,0,0.1039728229679933,Hit (Good Payer)
0.028355413,42,0,0.43764059,4000.0,13,0,2,0,3,1750.56236,0,0,0,0,0.22030204156580896,Hit (Good Payer)
0.107991361,66,1,1560.0,5400.0,8,0,1,0,0,8424000.0,1,0,0,0,0.3147659953114037,Hit (Good Payer)
0.969006199,27,0,1.640787949,1725.0,9,0,2,0,1,2830.359212025,0,1,0,1,0.6674789166844306,False Alarm
0.523570467,40,0,0.152938343,8303.0,7,0,1,0,2,1269.847061929,0,0,0,0,0.34340364403525697,Hit (Good Payer)
0.216597925,46,0,0.689077731,4000.0,9,0,3,0,0,2756.310924,0,0,0,0,0.34072738982809314,Hit (Good Payer)
0.084125719,45,0,0.362125045,8300.0,10,0,2,0,2,3005.6378735,0,0,0,0,0.1871066079016268,Hit (Good Payer)
0.9999999,30,0,0.253521127,2200.0,3,0,0,0,0,557.7464794,0,1,0,1,0.6124362365160182,False Alarm
0.580279813,24,0,0.030023095,865.0,2,0,0,0,0,25.969977175,0,0,0,0,0.3925753851547625,Hit (Good Payer)
0.161892072,23,0,0.00279888,2500.0,2,0,0,0,0,6.9972,0,0,0,0,0.19398171214168733,Hit (Good Payer)
0.394034808,47,0,0.554808217,5500.0,12,0,3,0,1,3051.4451935,0,0,0,0,0.37140806257540615,Hit (Good Payer)
0.0,36,0,0.0,1000.0,3,0,0,0,0,0.0,0,0,0,0,0.13177943728264052,Hit (Good Payer)
0.790500913,39,1,0.776838966,4023.0,11,0,1,0,0,3125.223160218,1,1,0,1,0.676978947452572,False Alarm
0.65677446,59,0,0.97009911,5952.0,11,0,2,0,0,5774.02990272,0,0,1,0,0.37654167759635415,Miss (Hidden Default)
0.771352143,55,3,0.250132392,5664.0,10,0,1,0,0,1416.7498682879998,3,1,0,1,0.7938320441175059,False Alarm
0.957031058,62,0,0.275845352,8250.0,10,0,0,0,1,2275.724154,0,1,0,0,0.4093967785425852,Hit (Good Payer)
0.101248511,45,0,0.251848766,9600.0,6,0,1,0,3,2417.7481536,0,0,0,0,0.11329694778462406,Hit (Good Payer)
0.313236722,54,0,0.85850902,4600.0,15,0,2,0,0,3949.141492,0,0,0,0,0.3650328152648053,Hit (Good Payer)
1.008991009,22,1,0.191651969,1700.0,3,0,0,0,0,325.80834730000004,1,1,0,1,0.7761725224824061,False Alarm
0.063646498,42,0,0.354264292,3200.0,5,0,1,0,2,1133.6457344,0,0,0,0,0.17989424701006324,Hit (Good Payer)
0.094725511,49,0,0.379608557,8787.0,17,0,4,0,0,3335.6203903590003,0,0,0,0,0.225440012508382,Hit (Good Payer)
0.070238595,64,0,1425.0,5400.0,4,0,1,0,2,7695000.0,0,0,0,0,0.08649868289089019,Hit (Good Payer)
0.9999999,66,0,0.393535488,3000.0,3,0,1,0,1,1180.606464,0,1,0,0,0.3389095739790385,Hit (Good Payer)
0.123158746,54,0,0.275358852,8359.0,6,0,2,0,3,2301.724643868,0,0,0,0,0.11274295114535347,Hit (Good Payer)
0.184587694,41,0,87.0,5400.0,2,0,0,0,0,469800.0,0,0,0,0,0.11300746966001028,Hit (Good Payer)
0.306667987,54,0,0.59073724,6347.0,10,0,2,0,1,3749.40926228,0,0,0,0,0.31545465754133767,Hit (Good Payer)
0.0,49,0,0.53296377,5050.0,7,0,1,0,1,2691.4670385,0,0,0,0,0.1969887472430805,Hit (Good Payer)
0.267105609,61,0,0.347584541,12419.0,9,0,1,0,1,4316.652414679001,0,0,0,0,0.16392541141589803,Hit (Good Payer)
0.121357775,52,0,0.289078991,9000.0,8,0,1,0,2,2601.710919,0,0,0,0,0.12259305163889345,Hit (Good Payer)
0.13397767,37,0,0.379498364,2750.0,6,0,1,0,0,1043.620501,0,0,0,0,0.1975337057760694,Hit (Good Payer)
0.115411324,83,0,0.015910557,4650.0,4,0,0,0,0,73.98409004999999,0,0,0,0,0.1083168876193695,Hit (Good Payer)
0.016720626,58,0,0.269771715,14148.0,4,0,2,0,3,3816.73022382,0,0,0,0,0.08258077013308009,Hit (Good Payer)
0.657711147,30,0,0.376068376,2105.0,8,0,0,0,0,791.62393148,0,0,0,0,0.419631687020673,Hit (Good Payer)
0.445140648,26,0,0.077444501,5900.0,5,0,0,0,0,456.9225559,0,0,0,0,0.28941285465062244,Hit (Good Payer)
0.070404172,64,1,0.40870501,8362.0,8,0,2,0,5,3417.59129362,1,0,1,0,0.30625847486649127,Miss (Hidden Default)
0.033296093,48,0,0.321828136,4200.0,9,0,1,0,0,1351.6781712,0,0,0,0,0.17051820226123823,Hit (Good Payer)
0.03433257,38,0,0.288350634,2600.0,15,0,1,0,1,749.7116484,0,0,0,0,0.19797071734641006,Hit (Good Payer)
0.001425279,33,0,0.001375095,6544.0,15,0,0,0,1,8.99862168,0,0,0,0,0.19812186105681964,Hit (Good Payer)
0.718705378,28,0,0.170125614,3661.0,4,0,0,0,1,622.8298728540001,0,0,0,0,0.45107665367409266,Hit (Good Payer)
1.021295089,38,0,0.081224617,3200.0,3,3,0,0,3,259.9187744,3,1,0,1,0.9451337663541659,False Alarm
0.866267465,25,0,0.013780707,1668.0,2,0,0,0,0,22.986219276,0,1,0,1,0.5705896398643548,False Alarm
0.060770623,44,0,429.0,5400.0,5,0,0,0,0,2316600.0,0,0,0,0,0.09625858113319738,Hit (Good Payer)
0.055379665,43,0,0.832333619,3500.0,13,0,2,0,2,2913.1676665,0,0,0,0,0.2665152096787745,Hit (Good Payer)
0.0,47,0,0.493923951,5101.0,4,0,2,2,3,2519.5060740510003,2,0,1,1,0.636350771708593,Hit (Defaulter)
0.9999999,26,0,0.30487297,2400.0,5,0,0,0,1,731.6951280000001,0,1,0,1,0.5898972793644159,False Alarm
0.563816587,71,0,1547.0,5400.0,6,0,0,0,0,8353800.0,0,0,0,0,0.2450154938782077,Hit (Good Payer)
0.081962822,58,0,137.0,5400.0,3,0,0,0,0,739800.0,0,0,0,0,0.05732480870613021,Hit (Good Payer)
0.0,45,0,0.372876322,16833.0,12,0,3,0,4,6276.6271282259995,0,0,0,0,0.23938551332534927,Hit (Good Payer)
1.01110497,47,0,0.420899855,6200.0,11,0,1,0,2,2609.579101,0,1,0,1,0.5196244943363696,False Alarm
0.109396794,42,1,0.01799856,8333.0,6,0,0,0,4,149.98200048,1,0,0,0,0.30554782697017296,Hit (Good Payer)
0.134920254,48,0,0.386550172,7553.0,14,0,2,0,1,2919.613449116,0,0,0,0,0.23720321593037283,Hit (Good Payer)
0.025843011,64,0,0.25319409,9000.0,11,0,2,0,0,2278.7468099999996,0,0,0,0,0.08735431726552856,Hit (Good Payer)
0.030314754,63,0,0.172588832,6500.0,15,0,1,0,1,1121.827408,0,0,0,0,0.13297563238238705,Hit (Good Payer)
0.018714038,29,0,0.100767754,2083.0,13,0,0,0,1,209.899231582,0,0,0,0,0.22350358245668456,Hit (Good Payer)
0.016585741,38,0,2.171710063,1420.0,10,0,1,0,3,3083.8282894599997,0,0,0,0,0.23423700103033573,Hit (Good Payer)
0.737516405,33,0,0.442472058,6083.0,6,0,1,0,1,2691.557528814,0,0,0,0,0.41772487645806966,Hit (Good Payer)
0.29375511,43,0,0.303517229,5600.0,7,0,0,0,0,1699.6964824,0,0,0,0,0.19420409817275514,Hit (Good Payer)
0.750239454,51,0,0.69494987,5385.0,9,0,3,0,3,3742.30504995,0,1,0,0,0.49540958230273086,Hit (Good Payer)
0.103491376,38,0,0.888055972,2000.0,7,0,2,0,1,1776.111944,0,0,0,0,0.2367877105406558,Hit (Good Payer)
0.9999999,26,0,0.266841228,4200.0,4,0,0,0,0,1120.7331576,0,1,0,1,0.5530642195429443,False Alarm
0.019666198,61,0,0.011994003,2000.0,4,0,0,0,0,23.988006,0,0,0,0,0.10499615837744884,Hit (Good Payer)
0.0,59,0,0.348895225,2805.0,7,0,1,0,0,978.651106125,0,0,0,0,0.14566396556757913,Hit (Good Payer)
0.117212222,58,0,189.0,5400.0,7,0,0,0,1,1020600.0,0,0,0,0,0.10335585167943273,Hit (Good Payer)
0.086398766,89,0,0.320081918,8300.0,10,0,1,0,1,2656.6799194,0,0,0,0,0.1141298791980239,Hit (Good Payer)
0.040219196,67,0,0.303632236,3523.0,8,0,2,0,1,1069.696367428,0,0,0,0,0.10072574232682208,Hit (Good Payer)
0.398172963,55,0,0.437730928,4600.0,6,0,1,0,0,2013.5622688,0,0,0,0,0.2402448436812401,Hit (Good Payer)
0.167113315,44,0,0.299253882,4958.0,7,0,1,0,1,1483.700746956,0,0,0,0,0.17995176426312284,Hit (Good Payer)
0.623875225,41,0,0.037185126,2500.0,2,0,0,0,1,92.962815,0,0,0,0,0.45296388117574304,Hit (Good Payer)
0.742312884,55,1,0.342481866,5100.0,4,1,1,0,1,1746.6575166,2,0,0,1,0.8192911171503217,False Alarm
0.140113408,32,0,0.687541639,1500.0,9,0,0,0,0,1031.3124585,0,0,0,0,0.3036287926880514,Hit (Good Payer)
0.198933435,52,0,0.120432321,13600.0,5,0,1,0,3,1637.8795656,0,0,0,0,0.11289941413958086,Hit (Good Payer)
0.014550824,54,0,0.180179756,21250.0,16,0,4,0,1,3828.819815,0,0,0,0,0.18049148313942387,Hit (Good Payer)
0.026379456,39,0,0.461923013,6000.0,12,0,2,0,0,2771.538078,0,0,0,0,0.2282180281716476,Hit (Good Payer)
0.01509686,80,0,0.002908562,5500.0,8,0,0,0,0,15.997091,0,0,0,0,0.057131636337021646,Hit (Good Payer)
0.176392434,68,0,0.373565346,2700.0,13,0,1,0,1,1008.6264342,0,0,0,0,0.1878194571008025,Hit (Good Payer)
0.019031803,61,0,0.237260274,1824.0,17,0,1,0,0,432.762739776,0,0,0,0,0.15533753549647772,Hit (Good Payer)
0.111707902,64,1,0.124875125,1000.0,4,0,0,0,0,124.875125,1,0,0,0,0.3407415157768709,Hit (Good Payer)
0.980400784,36,0,0.401119776,5000.0,9,0,1,1,0,2005.59888,1,1,0,1,0.8314577626078754,False Alarm
0.133688258,70,0,463.0,5400.0,14,0,1,0,0,2500200.0,0,0,0,0,0.0809964388176896,Hit (Good Payer)
0.9999999,35,0,0.293916024,3500.0,6,0,0,0,0,1028.706084,0,1,0,1,0.5511383225139594,False Alarm
0.047124771,33,0,0.336547085,4459.0,8,0,1,0,0,1500.663452015,0,0,0,0,0.1856198451025552,Hit (Good Payer)
0.955072464,26,2,0.427347172,5250.0,9,0,1,0,0,2243.572653,2,1,0,1,0.8141837864161856,False Alarm
0.571131185,36,0,0.323435973,8183.0,5,0,1,0,0,2646.676567059,0,0,0,0,0.3695779718210252,Hit (Good Payer)
0.423358625,58,0,0.414729264,6666.0,9,0,2,0,0,2764.585273824,0,0,1,0,0.23485780641224746,Miss (Hidden Default)
0.325415101,37,2,0.014550746,5497.0,2,0,0,0,2,79.985450762,2,0,0,0,0.48455128222549737,Hit (Good Payer)
0.9999999,31,0,0.0,2200.0,0,0,0,0,2,0.0,0,1,0,1,0.704638758683041,False Alarm
0.434732596,60,0,0.152927517,6028.0,7,0,0,0,0,921.847072476,0,0,0,0,0.2596361959649616,Hit (Good Payer)
0.0,59,0,3066.0,5400.0,11,0,3,0,0,16556400.0,0,0,0,0,0.13169472643891159,Hit (Good Payer)
0.007433086,35,0,1821.0,5400.0,7,0,2,0,0,9833400.0,0,0,0,0,0.11368141146955665,Hit (Good Payer)
0.08111993,60,0,0.177669608,9860.0,4,0,1,0,0,1751.82233488,0,0,0,0,0.06734579124381045,Hit (Good Payer)
0.023976804,56,0,0.005221932,3446.0,7,0,0,0,0,17.994777672,0,0,0,0,0.10344805397187365,Hit (Good Payer)
0.9999999,51,1,370.0,5400.0,3,2,0,0,0,1998000.0,3,1,1,1,0.9259285575693406,Hit (Defaulter)
0.0,59,0,2344.0,5400.0,21,0,1,0,0,12657600.0,0,0,0,0,0.08846109471136555,Hit (Good Payer)
0.178084094,38,0,0.836036436,4500.0,13,0,2,0,2,3762.163962,0,0,0,0,0.3722715435987387,Hit (Good Payer)
0.187448084,83,0,1754.0,5400.0,18,0,1,0,0,9471600.0,0,0,0,0,0.0859618061029248,Hit (Good Payer)
0.283916634,26,0,0.447171097,4400.0,13,0,1,0,2,1967.5528268,0,0,0,0,0.3210629050786917,Hit (Good Payer)
0.0,68,0,538.0,5400.0,5,0,1,0,0,2905200.0,0,0,0,0,0.06401086201947916,Hit (Good Payer)
0.199570011,68,0,0.526775783,6292.0,13,0,2,0,0,3314.473226636,0,0,0,0,0.18508016641137257,Hit (Good Payer)
0.986554622,42,0,1804.0,5400.0,4,1,1,1,0,9741600.0,2,1,1,1,0.9237113663270863,Hit (Defaulter)
0.299588489,56,3,0.546279492,18733.0,16,0,5,0,0,10233.453723636,3,0,0,1,0.6716359936621373,False Alarm
0.249445976,39,0,0.381539487,3000.0,7,0,0,0,1,1144.618461,0,0,0,0,0.26516579033212684,Hit (Good Payer)
0.979503416,48,0,0.323955317,7250.0,10,0,2,0,3,2348.6760482500003,0,1,0,0,0.451457349122732,Hit (Good Payer)
0.007185258,53,0,0.434652193,7000.0,13,0,1,0,3,3042.565351,0,0,0,0,0.2084395702757892,Hit (Good Payer)
0.9999999,66,1,1.009987516,2402.0,7,0,1,0,0,2425.990013432,1,1,0,1,0.6760830152310553,False Alarm
0.0,78,0,0.0,5400.0,6,0,0,0,0,0.0,0,0,0,0,0.06123628101450787,Hit (Good Payer)
0.064124959,57,0,1605.0,5400.0,12,0,1,0,0,8667000.0,0,0,0,0,0.09791479853111051,Hit (Good Payer)
0.155240525,52,0,0.483518065,6946.0,15,0,2,0,1,3358.51647949,0,0,0,0,0.25777437058758546,Hit (Good Payer)
0.000212259,63,0,908.0,5400.0,6,0,1,0,0,4903200.0,0,0,0,0,0.05734279163400081,Hit (Good Payer)
0.00467194,36,3,0.084854564,4984.0,12,0,0,0,0,422.915146976,3,0,0,1,0.6253421371797628,False Alarm
0.695430457,46,0,0.206205005,5833.0,7,0,0,0,2,1202.793794165,0,0,0,0,0.36838704563487623,Hit (Good Payer)
0.831974713,48,1,0.842859523,6000.0,8,0,2,0,2,5057.157138,1,1,0,1,0.7007808424468284,False Alarm
0.137486327,60,0,0.127143319,3090.0,9,0,0,0,1,392.87285571,0,0,0,0,0.19213973366239617,Hit (Good Payer)
0.185765261,79,0,260.0,5400.0,5,0,0,0,0,1404000.0,0,0,0,0,0.07363114993762873,Hit (Good Payer)
0.176989669,63,0,0.355960573,5376.0,11,0,2,0,0,1913.644040448,0,0,0,0,0.15934011702719164,Hit (Good Payer)
0.038391648,68,0,0.103769761,7400.0,17,0,0,0,0,767.8962314,0,0,0,0,0.1280512298190343,Hit (Good Payer)
0.887508719,62,0,0.320487674,26000.0,19,0,2,0,0,8332.679524,0,1,0,0,0.4100832080982512,Hit (Good Payer)
0.170516344,34,0,0.77782826,2200.0,7,0,1,0,0,1711.222172,0,0,0,0,0.23227590434771514,Hit (Good Payer)
0.0,74,0,728.0,5400.0,5,0,0,0,0,3931200.0,0,0,0,0,0.0649527038623811,Hit (Good Payer)
0.656813113,36,0,0.381736831,4916.0,12,0,1,0,2,1876.618261196,0,0,0,0,0.4325077778092624,Hit (Good Payer)
0.114747131,77,0,137.0,5400.0,6,0,0,0,0,739800.0,0,0,0,0,0.05441756234140354,Hit (Good Payer)
0.9999999,64,1,0.183262065,1636.0,2,0,0,0,0,299.81673834000003,1,1,0,1,0.7342853029227182,False Alarm
0.046263582,35,1,518.0,5400.0,8,0,0,0,0,2797200.0,1,0,0,0,0.4235529410714549,Hit (Good Payer)
0.203996329,62,0,0.318370386,9400.0,12,0,1,0,1,2992.6816284,0,0,0,0,0.16057109799945368,Hit (Good Payer)
0.013057287,63,0,26.0,5400.0,2,0,0,0,0,140400.0,0,0,0,0,0.055735897794409406,Hit (Good Payer)
0.091136968,57,0,0.386234159,8600.0,15,0,3,0,0,3321.6137674,0,0,0,0,0.2097748099580767,Hit (Good Payer)
0.108329722,55,0,0.637676559,6300.0,6,0,1,0,1,4017.3623217,0,0,0,0,0.1659107552391809,Hit (Good Payer)
0.387884135,62,2,0.293660186,5914.0,5,0,2,0,1,1736.706340004,2,0,0,1,0.5001201208190031,False Alarm
0.026596853,56,0,0.151324289,12383.0,8,0,1,0,0,1873.848670687,0,0,0,0,0.08243389713342504,Hit (Good Payer)
0.151605306,49,1,0.160359945,4333.0,10,0,1,0,0,694.8396416850001,1,0,0,0,0.455346672573773,Hit (Good Payer)
0.031568535,79,0,0.10652921,2036.0,7,0,0,0,0,216.89347156,0,0,0,0,0.11490112721891492,Hit (Good Payer)
0.01208981,28,0,0.157436709,3791.0,11,0,0,0,0,596.842563819,0,0,0,0,0.21955209990789012,Hit (Good Payer)
0.335590812,45,0,0.280571594,31000.0,10,0,3,0,4,8697.719414,0,0,0,0,0.27989272958819067,Hit (Good Payer)
0.026866661,28,0,960.0,0.0,11,0,1,0,0,0.0,0,0,0,0,0.22617585031677817,Hit (Good Payer)
0.014607346,58,0,0.121344035,7350.0,11,0,1,0,3,891.8786572500001,0,0,0,0,0.12411819299914095,Hit (Good Payer)
0.999759326,25,1,0.097120271,7083.0,3,0,0,0,0,687.902879493,1,1,1,1,0.7353401915580495,Hit (Defaulter)
0.140618979,68,0,0.497210167,3225.0,12,0,1,0,0,1603.5027885749998,0,0,0,0,0.17347050334910524,Hit (Good Payer)
0.001730436,56,0,826.0,5400.0,3,0,0,0,0,4460400.0,0,0,0,0,0.07224452082044962,Hit (Good Payer)
0.029243011,64,0,0.276124719,18248.0,11,0,2,0,0,5038.723872312,0,0,0,0,0.11274664437010382,Hit (Good Payer)
0.239685686,55,0,0.428457689,8791.0,18,0,1,0,0,3766.571543999,0,0,0,0,0.22243074173840896,Hit (Good Payer)
0.111996204,72,0,0.543966152,5435.0,10,0,2,0,0,2956.4560361199997,0,0,0,0,0.14648465524596627,Hit (Good Payer)
0.9999999,32,0,0.003745318,3203.0,1,2,0,0,1,11.996253554,2,1,1,1,0.8619698616777223,Hit (Defaulter)
0.033912429,70,0,0.054954205,1200.0,9,0,0,0,1,65.945046,0,0,0,0,0.12251704582428583,Hit (Good Payer)
0.0699986,49,0,0.563316449,3750.0,7,0,2,0,0,2112.43668375,0,0,0,0,0.19151646824490334,Hit (Good Payer)
0.704432523,39,0,0.764723558,6655.0,12,0,3,0,2,5089.23527849,0,0,0,1,0.5660652935445483,False Alarm
0.551283242,53,0,1122.0,5400.0,9,0,0,0,0,6058800.0,0,0,0,0,0.41758215105826,Hit (Good Payer)
0.071274055,67,0,0.328592856,18000.0,14,0,2,0,0,5914.671408,0,0,0,0,0.14076106131014546,Hit (Good Payer)
0.217432671,46,0,0.318446926,6000.0,6,0,1,0,1,1910.681556,0,0,0,0,0.17222301553405228,Hit (Good Payer)
0.9999999,29,0,0.016151361,2166.0,0,0,0,0,1,34.983847925999996,0,1,0,1,0.6535911400751503,False Alarm
0.026855225,44,0,0.003141959,3500.0,4,0,0,0,1,10.9968565,0,0,0,0,0.14118452970996637,Hit (Good Payer)
0.051334914,38,0,2663.0,5400.0,4,0,2,0,0,14380200.0,0,0,0,0,0.10466474632741957,Hit (Good Payer)
0.092703729,73,0,0.24854097,12850.0,15,0,2,0,0,3193.7514645,0,0,0,0,0.14468127050997098,Hit (Good Payer)
0.009622764,76,0,0.01146361,3750.0,14,0,0,0,1,42.9885375,0,0,0,0,0.10452509778461047,Hit (Good Payer)
0.021350794,57,0,0.823588206,2000.0,10,0,2,0,0,1647.176412,0,0,0,0,0.19261446556562434,Hit (Good Payer)
0.687748963,45,2,0.787285086,2500.0,24,6,1,4,2,1968.212715,12,0,0,1,0.8293830374158386,False Alarm
0.893521335,69,0,0.467672414,3247.0,11,0,0,0,0,1518.532328258,0,1,0,1,0.5102489191039516,False Alarm
0.0,48,0,0.301541533,9016.0,9,0,1,0,0,2718.698461528,0,0,0,0,0.13851700630778566,Hit (Good Payer)
0.252445838,59,0,1159.0,5400.0,10,0,1,0,0,6258600.0,0,0,0,0,0.11448644588976123,Hit (Good Payer)
0.034491238,68,0,0.162418791,2000.0,14,0,0,0,0,324.837582,0,0,0,0,0.13586242315201436,Hit (Good Payer)
0.2670805,51,0,0.841945289,6250.0,25,0,3,0,3,5262.15805625,0,0,0,0,0.354302087925294,Hit (Good Payer)
0.065629003,64,0,2267.0,5400.0,7,0,2,0,0,12241800.0,0,0,0,0,0.06172857539994487,Hit (Good Payer)
0.04789521,76,0,20.0,5400.0,9,0,0,0,0,108000.0,0,0,0,0,0.06571644603229179,Hit (Good Payer)
0.002490175,38,0,0.198121821,7666.0,10,0,0,0,0,1518.801879786,0,0,0,0,0.13483797979582657,Hit (Good Payer)
0.077812209,46,0,0.354177707,5660.0,11,0,2,0,0,2004.64582162,0,0,0,0,0.18409452307098773,Hit (Good Payer)
0.039694482,51,0,0.242523407,11000.0,8,0,1,0,0,2667.757477,0,0,0,0,0.10921607072705697,Hit (Good Payer)
0.96200304,42,0,0.603604882,7045.0,9,0,2,0,2,4252.39639369,0,1,0,1,0.623366753836294,False Alarm
0.9999999,35,0,0.25461579,5686.0,1,0,1,0,4,1447.74538194,0,1,0,0,0.461133853521983,Hit (Good Payer)
0.00923256,87,0,0.00231899,3880.0,9,0,0,0,0,8.9976812,0,0,0,0,0.09417805786679018,Hit (Good Payer)
0.078100935,42,0,0.224670952,9800.0,18,0,2,0,1,2201.7753296,0,0,1,0,0.1697206891339543,Miss (Hidden Default)
0.292490216,66,0,0.212680578,7475.0,8,0,1,0,0,1589.78732055,0,0,0,0,0.10235246038343197,Hit (Good Payer)
0.382310385,69,0,0.360008271,4835.0,7,0,1,0,0,1740.639990285,0,0,0,0,0.17864054993498135,Hit (Good Payer)
0.02650181,59,0,0.095588662,17250.0,10,0,1,0,1,1648.9044195,0,0,0,0,0.09065994212559314,Hit (Good Payer)
0.714285714,25,0,55.0,5400.0,1,0,0,0,0,297000.0,0,0,0,1,0.5057125195777564,False Alarm
0.006353799,56,0,0.376128385,2990.0,10,0,1,0,4,1124.62387115,0,0,0,0,0.17720667929272202,Hit (Good Payer)
0.239585819,42,0,0.237389823,13500.0,24,0,0,0,3,3204.7626105,0,0,0,0,0.2317270492453741,Hit (Good Payer)
0.017586017,79,0,0.25464055,9750.0,14,0,1,0,1,2482.7453625000003,0,0,0,0,0.11637568098182434,Hit (Good Payer)
0.984890035,62,0,0.73993672,11377.0,17,0,4,0,0,8418.26006344,0,1,0,1,0.5241477162185919,False Alarm
0.0,70,0,0.0,3500.0,6,0,0,0,0,0.0,0,0,0,0,0.06569513973628,Hit (Good Payer)
0.590534793,58,0,0.045731068,4766.0,5,0,0,0,1,217.954270088,0,0,0,0,0.32378042412718694,Hit (Good Payer)
0.963923015,41,0,0.792949907,5389.0,13,0,1,0,0,4273.207048823,0,1,0,1,0.6683565415230103,False Alarm
0.256707778,55,0,0.929271709,2855.0,13,0,2,0,0,2653.070729195,0,0,0,0,0.2942730705527276,Hit (Good Payer)
0.023950398,45,0,908.5,1.0,12,0,2,0,2,908.5,0,0,0,0,0.1734523292718534,Hit (Good Payer)
0.491398403,52,1,0.296931408,4431.0,12,0,2,0,0,1315.703068848,1,0,0,1,0.5874090793333604,False Alarm
0.055606396,63,1,0.049924812,9974.0,5,0,0,0,2,497.950074888,1,0,0,0,0.2865694147178045,Hit (Good Payer)
0.92802884,45,0,4717.0,0.0,12,0,2,0,2,0.0,0,1,0,0,0.40926015556681183,Hit (Good Payer)
0.758241758,76,3,0.192207369,6133.0,14,3,0,1,0,1178.807794077,7,1,0,1,0.8491107293256495,False Alarm
0.041589482,79,0,139.0,5400.0,4,0,0,0,0,750600.0,0,0,0,0,0.051200525460726266,Hit (Good Payer)
0.005722219,53,0,0.000799929,11250.0,7,0,0,0,3,8.99920125,0,0,0,0,0.10725545200324332,Hit (Good Payer)
0.011010295,80,0,0.00419916,3333.0,7,0,0,0,0,13.99580028,0,0,0,0,0.07663827782114413,Hit (Good Payer)
0.466962798,26,1,24.0,5400.0,2,2,0,0,0,129600.0,3,0,1,1,0.8273128871097437,Hit (Defaulter)
0.075829121,52,0,0.021835001,9296.0,3,0,0,0,1,202.978169296,0,0,0,0,0.12291554964330671,Hit (Good Payer)
